Corner,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,cr018gpii_v1d0.scs,temperature,vcontrol,vdd,Pass/Fail,Frequency
C0_56,sf,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.78,,833.4e6
C0_82,fs,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,500e-3,1.78,,853.6e6
C0_118,fs,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,500e-3,1.78,,853.6e6
C0_23,sf,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.8,,903e6
C0_59,sf,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.8,,903e6
C0_30,ss,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.8,,959e6
C0_66,ss,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.8,,959e6
nom,tt_rfres_sa,tt_rfmvar,tt_rfmim,tt_res,tt_bip,tt_bip3,tt_dio3,tt_3v,tt_na,tt_dio,tt_dio_m,tt_rfind,tt_rtmom,tt_dio_3m,tt_bbmvar,tt_rfres_hri,tt_3vna,tt_dio_dnw,tt_3m,tt_rfjvar,tt_rfmos,tt_rfsbd,tt_rfmvar_33,tt_disres,tt_rfmos33,tt_rffmom,stat_noise,tt,tt_rfesd,tt_mim,tt_fmom,tt_rfres_rpo,tt_m,27,1,1.8,,1.223e9
C0_0,ff,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.78,,eval err
C0_13,fs,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,500e-3,1.8,,eval err
C0_16,fs,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,500e-3,1.82,,eval err
C0_19,sf,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,500e-3,1.78,,eval err
C0_22,sf,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,500e-3,1.8,,eval err
C0_25,sf,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,500e-3,1.82,,eval err
C0_26,sf,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.82,,eval err
C0_29,ss,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.78,,eval err
C0_32,ss,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.8,,eval err
C0_34,ss,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,500e-3,1.82,,eval err
C0_35,ss,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.82,,eval err
C0_36,ff,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.78,,eval err
C0_49,fs,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,500e-3,1.8,,eval err
C0_52,fs,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,500e-3,1.82,,eval err
C0_55,sf,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,500e-3,1.78,,eval err
C0_58,sf,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,500e-3,1.8,,eval err
C0_61,sf,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,500e-3,1.82,,eval err
C0_62,sf,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.82,,eval err
C0_65,ss,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.78,,eval err
C0_68,ss,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.8,,eval err
C0_70,ss,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,25,500e-3,1.82,,eval err
C0_71,ss,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ff_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.82,,eval err
C0_72,ff,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.78,,eval err
C0_75,ff,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.8,,eval err
C0_78,ff,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.82,,eval err
C0_96,sf,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.82,,eval err
C0_98,sf,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.82,,eval err
C0_101,ss,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.78,,eval err
C0_104,ss,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.8,,eval err
C0_107,ss,ff_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.82,,eval err
C0_108,ff,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.78,,eval err
C0_111,ff,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.8,,eval err
C0_114,ff,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.82,,eval err
C0_132,sf,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,0,500e-3,1.82,,eval err
C0_134,sf,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.82,,eval err
C0_137,ss,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.78,,eval err
C0_140,ss,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.8,,eval err
C0_143,ss,ss_mim,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,ss_res,nom,nom,nom,nom,nom,nom,nom,nom,nom,nom,stat_noise,nom,nom,nom,nom,nom,nom,nom,nom,nom,80,500e-3,1.82,,eval err

